Date,Pays,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
2020-12-29,Angola,17371,403,10627,2.32,61.18,36.50
2020-12-29,Argentine,1602163,43018,1420885,2.68,88.69,8.63
2020-12-29,Autriche,355352,6059,328974,1.71,92.58,5.72
2020-12-29,Australie,28381,909,25754,3.20,90.74,6.05
2020-12-29,Azerbaïdjan,216584,2575,176228,1.19,81.37,17.44
2020-12-29,Bosnie-Herzégovine,110454,4024,76802,3.64,69.53,26.82
2020-12-29,Barbade,371,7,307,1.89,82.75,15.36
2020-12-29,Bangladesh,511261,7509,454563,1.47,88.91,9.62
2020-12-29,Belgique,641411,19361,0,3.02,0.00,96.98
2020-12-29,Burkina Faso,6537,82,4803,1.25,73.47,25.27
2020-12-29,Bulgarie,199491,7405,115402,3.71,57.85,38.44
2020-12-29,Bahreïn,92169,351,89804,0.38,97.43,2.19
2020-12-29,Burundi,809,2,687,0.25,84.92,14.83
2020-12-29,Bénin,3205,44,3061,1.37,95.51,3.12
2020-12-29,Saint Barthélemy,184,1,172,0.54,93.48,5.98
2020-12-29,Brunéi Darussalam,152,3,149,1.97,98.03,0.00
2020-12-29,Bolivie,156887,9135,130910,5.82,83.44,10.74
2020-12-29,Brésil,7563551,192681,6754111,2.55,89.30,8.15
2020-12-29,Bahamas,7846,170,6177,2.17,78.73,19.11
2020-12-29,Bhoutan,636,0,445,0.00,69.97,30.03
2020-12-29,Bélarus,190404,1404,169257,0.74,88.89,10.37
2020-12-29,Botswana,14025,40,11627,0.29,82.90,16.81
2020-12-29,Belize,10668,241,9593,2.26,89.92,7.82
2020-12-29,Canada,568807,15387,482944,2.71,84.90,12.39
2020-12-29,Rép. Dém. du Congo,17182,584,14658,3.40,85.31,11.29
2020-12-29,République Centrafricaine,4961,63,1924,1.27,38.78,59.95
2020-12-29,Congo (Brazzaville),6908,107,5831,1.55,84.41,14.04
2020-12-29,Suisse,442481,7493,317600,1.69,71.78,26.53
2020-12-29,Côte d'Ivoire,22250,137,21872,0.62,98.30,1.08
2020-12-29,Chili,603986,16488,573681,2.73,94.98,2.29
2020-12-29,Cameroun,26277,448,24892,1.70,94.73,3.57
2020-12-29,Chine,87027,4634,82035,5.32,94.26,0.41
2020-12-29,Colombie,1614822,42620,1483017,2.64,91.84,5.52
2020-12-29,Costa Rica,166799,2156,130989,1.29,78.53,20.18
2020-12-29,Cap-vert,11752,112,11504,0.95,97.89,1.16
2020-12-29,Cuba,11601,143,9875,1.23,85.12,13.65
2020-12-29,Chypre,21315,117,2057,0.55,9.65,89.80
2020-12-29,République Tchèque,685202,11302,576499,1.65,84.14,14.21
2020-12-29,Allemagne,1692109,32267,1319757,1.91,77.99,20.10
2020-12-29,Djibouti,5813,61,5716,1.05,98.33,0.62
2020-12-29,Danemark,158473,1226,118746,0.77,74.93,24.29
2020-12-29,Dominique,88,0,83,0.00,94.32,5.68
2020-12-29,République Dominicaine,168265,2405,129965,1.43,77.24,21.33
2020-12-29,Algérie,98988,2745,66550,2.77,67.23,30.00
2020-12-29,Équateur,210326,14001,184507,6.66,87.72,5.62
2020-12-29,Estonie,26283,221,16965,0.84,64.55,34.61
2020-12-29,Égypte,135233,7520,111040,5.56,82.11,12.33
2020-12-29,Érythrée,1220,1,643,0.08,52.70,47.21
2020-12-29,Espagne,1893502,50442,150376,2.66,7.94,89.39
2020-12-29,Éthiopie,123388,1913,110739,1.55,89.75,8.70
2020-12-29,Finlande,35420,550,26000,1.55,73.40,25.04
2020-12-29,Fidji,49,2,44,4.08,89.80,6.12
2020-12-29,Îles Féroé,601,0,535,0.00,89.02,10.98
2020-12-29,France,2675523,64078,191806,2.39,7.17,90.44
2020-12-29,Gabon,9510,64,9356,0.67,98.38,0.95
2020-12-29,Royaume-Uni,2388170,71669,4118,3.00,0.17,96.83
2020-12-29,Grenade,127,0,107,0.00,84.25,15.75
2020-12-29,Géorgie,224155,2443,208951,1.09,93.22,5.69
2020-12-29,Guyane Française,12832,71,9995,0.55,77.89,21.56
2020-12-29,Ghana,54681,335,53462,0.61,97.77,1.62
2020-12-29,Gibraltar,1793,6,1176,0.33,65.59,34.08
2020-12-29,Gambie,3797,124,3664,3.27,96.50,0.24
2020-12-29,Guinée,13688,80,13082,0.58,95.57,3.84
2020-12-29,Guadeloupe,8620,155,2242,1.80,26.01,72.19
2020-12-29,Guinée Équatoriale,5248,86,5097,1.64,97.12,1.24
2020-12-29,Grèce,136976,4730,93764,3.45,68.45,28.09
2020-12-29,Guatemala,136287,4781,125161,3.51,91.84,4.66
2020-12-29,Guinée-Bissau,2452,45,2397,1.84,97.76,0.41
2020-12-29,Guyana,6301,164,5777,2.60,91.68,5.71
2020-12-29,Hong-Kong,8724,143,7616,1.64,87.30,11.06
2020-12-29,Honduras,120912,3111,56580,2.57,46.79,50.63
2020-12-29,Croatie,206596,3795,195128,1.84,94.45,3.71
2020-12-29,Haïti,9958,236,8582,2.37,86.18,11.45
2020-12-29,Hongrie,317571,9292,138365,2.93,43.57,53.50
2020-12-29,Indonésie,727122,21703,596783,2.98,82.07,14.94
2020-12-29,Irlande,88439,2213,23364,2.50,26.42,71.08
2020-12-29,Israël,412398,3292,369118,0.80,89.51,9.70
2020-12-29,Inde,10244852,148439,9834141,1.45,95.99,2.56
2020-12-29,Iraq,593541,12800,534801,2.16,90.10,7.74
2020-12-29,Iran,1212481,54946,969408,4.53,79.95,15.52
2020-12-29,Islande,5736,29,5566,0.51,97.04,2.46
2020-12-29,Italie,2067487,73029,1425730,3.53,68.96,27.51
2020-12-29,Jamaïque,12752,298,10207,2.34,80.04,17.62
2020-12-29,Jordanie,291393,3801,266622,1.30,91.50,7.20
2020-12-29,Japon,227415,3196,186790,1.41,82.14,16.46
2020-12-29,Kenya,96139,1665,77659,1.73,80.78,17.49
2020-12-29,Kirghizistan,80654,1353,75334,1.68,93.40,4.92
2020-12-29,Cambodge,364,0,361,0.00,99.18,0.82
2020-12-29,Comores,765,9,700,1.18,91.50,7.32
2020-12-29,Saint-Kitts-et-Nevis,32,0,27,0.00,84.38,15.63
2020-12-29,Corée du Sud,59773,879,41435,1.47,69.32,29.21
2020-12-29,Koweït,150093,932,146056,0.62,97.31,2.07
2020-12-29,Kazakhstan,199555,2760,174713,1.38,87.55,11.07
2020-12-29,Laos,41,0,40,0.00,97.56,2.44
2020-12-29,Liban,175118,1430,125473,0.82,71.65,27.53
2020-12-29,Sainte-Lucie,331,5,274,1.51,82.78,15.71
2020-12-29,Liechtenstein,2069,38,1764,1.84,85.26,12.90
2020-12-29,Sri Lanka,42056,195,33925,0.46,80.67,18.87
2020-12-29,Libéria,1779,83,1406,4.67,79.03,16.30
2020-12-29,Lesotho,3005,51,1480,1.70,49.25,49.05
2020-12-29,Lituanie,134285,1347,66485,1.00,49.51,49.49
2020-12-29,Luxembourg,46088,489,40608,1.06,88.11,10.83
2020-12-29,Lettonie,37676,603,26115,1.60,69.31,29.08
2020-12-29,Libye,99350,1444,70412,1.45,70.87,27.67
2020-12-29,Maroc,435189,7314,401429,1.68,92.24,6.08
2020-12-29,Monaco,827,3,692,0.36,83.68,15.96
2020-12-29,Moldavie,142851,2934,128501,2.05,89.95,7.99
2020-12-29,Montenegro,47404,677,37900,1.43,79.95,18.62
2020-12-29,Saint Martin,961,12,855,1.25,88.97,9.78
2020-12-29,Madagascar,17714,261,17228,1.47,97.26,1.27
2020-12-29,Îles Marshall,4,0,4,0.00,100.00,0.00
2020-12-29,Macédoine,82301,2473,60256,3.00,73.21,23.78
2020-12-29,Mali,6796,262,4492,3.86,66.10,30.05
2020-12-29,Birmanie,123153,2637,105279,2.14,85.49,12.37
2020-12-29,Mongolie,1195,1,824,0.08,68.95,30.96
2020-12-29,Macao,46,0,46,0.00,100.00,0.00
2020-12-29,Martinique,6072,42,98,0.69,1.61,97.69
2020-12-29,Mauritanie,13989,334,10830,2.39,77.42,20.19
2020-12-29,Malte,12541,215,10919,1.71,87.07,11.22
2020-12-29,Maurice,527,10,496,1.90,94.12,3.98
2020-12-29,Maldives,13691,48,13109,0.35,95.75,3.90
2020-12-29,Malawi,6388,188,5688,2.94,89.04,8.02
2020-12-29,Mexique,1401529,123845,1058429,8.84,75.52,15.64
2020-12-29,Malaisie,108615,457,86715,0.42,79.84,19.74
2020-12-29,Namibie,22851,195,18743,0.85,82.02,17.12
2020-12-29,Mozambique,18372,162,16439,0.88,89.48,9.64
2020-12-29,Nouvelle-Calédonie,38,0,37,0.00,97.37,2.63
2020-12-29,Niger,3208,102,1767,3.18,55.08,41.74
2020-12-29,Nigéria,85560,1267,71937,1.48,84.08,14.44
2020-12-29,Nicaragua,6046,165,4225,2.73,69.88,27.39
2020-12-29,Pays-Bas,789059,11305,9257,1.43,1.17,97.39
2020-12-29,Norvège,48278,433,17998,0.90,37.28,61.82
2020-12-29,Népal,259548,1840,251312,0.71,96.83,2.46
2020-12-29,Nouvelle-Zélande,2151,25,2077,1.16,96.56,2.28
2020-12-29,Oman,128633,1497,121356,1.16,94.34,4.49
2020-12-29,Panama,238279,3933,189764,1.65,79.64,18.71
2020-12-29,Pérou,1008908,37525,949391,3.72,94.10,2.18
2020-12-29,Polynésie Française,16795,113,4842,0.67,28.83,70.50
2020-12-29,Papouasie-Nouvelle-Guinée,780,9,661,1.15,84.74,14.10
2020-12-29,Philippines,471526,9162,439016,1.94,93.11,4.95
2020-12-29,Pakistan,477240,10047,430113,2.11,90.13,7.77
2020-12-29,Pologne,1268634,27454,1014005,2.16,79.93,17.91
2020-12-29,Palestine,135459,1351,113082,1.00,83.48,15.52
2020-12-29,Portugal,400002,6751,327794,1.69,81.95,16.36
2020-12-29,Paraguay,106136,2220,80097,2.09,75.47,22.44
2020-12-29,Qatar,143428,245,141147,0.17,98.41,1.42
2020-12-29,Réunion,8936,42,8496,0.47,95.08,4.45
2020-12-29,Roumanie,623066,15469,549262,2.48,88.15,9.36
2020-12-29,Serbie,331755,3119,0,0.94,0.00,99.06
2020-12-29,Russie,3073923,55107,2470783,1.79,80.38,17.83
2020-12-29,Rwanda,8128,79,6339,0.97,77.99,21.04
2020-12-29,Îles Salomon,17,0,5,0.00,29.41,70.59
2020-12-29,Arabie Saoudite,362488,6204,353512,1.71,97.52,0.76
2020-12-29,Seychelles,217,0,207,0.00,95.39,4.61
2020-12-29,Soudan,23316,1468,13524,6.30,58.00,35.70
2020-12-29,Suède,428533,8484,0,1.98,0.00,98.02
2020-12-29,Singapour,58542,29,58400,0.05,99.76,0.19
2020-12-29,Slovaquie,170187,1983,121760,1.17,71.54,27.29
2020-12-29,Slovénie,117305,2631,95688,2.24,81.57,16.19
2020-12-29,Sierra Leone,2569,76,1875,2.96,72.99,24.06
2020-12-29,Saint-Marin,2333,59,2010,2.53,86.16,11.32
2020-12-29,Sénégal,18806,395,17096,2.10,90.91,6.99
2020-12-29,Somalie,4690,127,3605,2.71,76.87,20.43
2020-12-29,Suriname,6098,120,5633,1.97,92.37,5.66
2020-12-29,Soudan du sud,3511,63,3131,1.79,89.18,9.03
2020-12-29,Sao Tomé-et-Principe,1014,17,963,1.68,94.97,3.35
2020-12-29,El Salvador,45415,1313,40662,2.89,89.53,7.57
2020-12-29,Syrie,11243,696,5248,6.19,46.68,47.13
2020-12-29,Eswatini,8934,175,7048,1.96,78.89,19.15
2020-12-29,Tchad,2048,104,1686,5.08,82.32,12.60
2020-12-29,Togo,3604,68,3366,1.89,93.40,4.72
2020-12-29,Thaïlande,6690,61,4212,0.91,62.96,36.13
2020-12-29,Tadjikistan,13265,90,12763,0.68,96.22,3.11
2020-12-29,Timor-Leste,44,0,32,0.00,72.73,27.27
2020-12-29,Tunisie,134802,4570,104401,3.39,77.45,19.16
2020-12-29,Turquie,2178580,20388,2058437,0.94,94.49,4.58
2020-12-29,Trinité-et-Tobago,7127,125,6595,1.75,92.54,5.71
2020-12-29,Taïwan,795,7,661,0.88,83.14,15.97
2020-12-29,Tanzanie,509,21,183,4.13,35.95,59.92
2020-12-29,Ukraine,1068476,18801,707235,1.76,66.19,32.05
2020-12-29,Ouganda,34281,250,11450,0.73,33.40,65.87
2020-12-29,États-Unis,19511426,338568,0,1.74,0.00,98.26
2020-12-29,Uruguay,17962,168,12506,0.94,69.62,29.44
2020-12-29,Ouzbékistan,76907,613,74626,0.80,97.03,2.17
2020-12-29,Vatican,27,0,15,0.00,55.56,44.44
2020-12-29,St-Vincent / Grenadines,113,0,89,0.00,78.76,21.24
2020-12-29,Venezuela,112861,1021,106958,0.90,94.77,4.33
2020-12-29,Viet Nam,1454,35,1319,2.41,90.72,6.88
2020-12-29,Vanuatu,1,0,1,0.00,100.00,0.00
2020-12-29,Samoa,2,0,2,0.00,100.00,0.00
2020-12-29,Kosovo,50910,1325,40425,2.60,79.40,17.99
2020-12-29,Yémen,2096,610,1387,29.10,66.17,4.72
2020-12-29,Mayotte,5890,55,2964,0.93,50.32,48.74
2020-12-29,Afrique du Sud,1021451,27568,858456,2.70,84.04,13.26
2020-12-29,Zambie,20177,385,18380,1.91,91.09,7.00
2020-12-29,Zimbabwe,13325,359,11067,2.69,83.05,14.25
2020-12-29,Autres,721,15,706,2.08,97.92,0.00
2020-12-28,Autres,721,15,706,2.08,97.92,0.00
2020-12-28,Zimbabwe,13148,354,10705,2.69,81.42,15.89
2020-12-28,Zambie,19943,384,18296,1.93,91.74,6.33
2020-12-28,Afrique du Sud,1011871,27071,849974,2.68,84.00,13.32
2020-12-28,Mayotte,5767,54,2964,0.94,51.40,47.67
2020-12-28,Yémen,2096,607,1384,28.96,66.03,5.01
2020-12-28,Kosovo,50801,1317,39971,2.59,78.68,18.73
2020-12-28,Samoa,2,0,2,0.00,100.00,0.00
2020-12-28,Vanuatu,1,0,1,0.00,100.00,0.00
2020-12-28,Viet Nam,1451,35,1303,2.41,89.80,7.79
2020-12-28,Venezuela,112636,1018,106737,0.90,94.76,4.33
2020-12-28,St-Vincent / Grenadines,109,0,87,0.00,79.82,20.18
2020-12-28,Vatican,27,0,15,0.00,55.56,44.44
2020-12-28,Ouzbékistan,76832,613,74439,0.80,96.89,2.32
2020-12-28,Uruguay,17306,160,11966,0.92,69.14,29.93
2020-12-28,États-Unis,19309281,334836,0,1.73,0.00,98.27
2020-12-28,Ouganda,33973,248,11297,0.73,33.25,66.02
2020-12-28,Ukraine,1061074,18555,690626,1.75,65.09,33.16
2020-12-28,Tanzanie,509,21,183,4.13,35.95,59.92
2020-12-28,Taïwan,793,7,654,0.88,82.47,16.65
2020-12-28,Trinité-et-Tobago,7115,125,6570,1.76,92.34,5.90
2020-12-28,Turquie,2162775,20135,2037433,0.93,94.20,4.86
2020-12-28,Tunisie,133204,4518,101245,3.39,76.01,20.60
2020-12-28,Timor-Leste,44,0,32,0.00,72.73,27.27
2020-12-28,Tadjikistan,13237,90,12726,0.68,96.14,3.18
2020-12-28,Thaïlande,6440,60,4180,0.93,64.91,34.16
2020-12-28,Togo,3576,68,3315,1.90,92.70,5.40
2020-12-28,Tchad,2015,104,1686,5.16,83.67,11.17
2020-12-28,Eswatini,8687,167,7026,1.92,80.88,17.20
2020-12-28,Syrie,11138,686,5192,6.16,46.62,47.23
2020-12-28,El Salvador,45415,1313,40662,2.89,89.53,7.57
2020-12-28,Sao Tomé-et-Principe,1014,17,963,1.68,94.97,3.35
2020-12-28,Soudan du sud,3491,62,3118,1.78,89.32,8.91
2020-12-28,Suriname,6013,120,5542,2.00,92.17,5.84
2020-12-28,Somalie,4690,127,3605,2.71,76.87,20.43
2020-12-28,Sénégal,18728,390,17031,2.08,90.94,6.98
2020-12-28,Saint-Marin,2275,57,1955,2.51,85.93,11.56
2020-12-28,Sierra Leone,2560,76,1872,2.97,73.13,23.91
2020-12-28,Slovénie,115327,2595,94191,2.25,81.67,16.08
2020-12-28,Slovaquie,168092,1879,120410,1.12,71.63,27.25
2020-12-28,Singapour,58529,29,58386,0.05,99.76,0.19
2020-12-28,Suède,396048,8279,0,2.09,0.00,97.91
2020-12-28,Soudan,23316,1468,13524,6.30,58.00,35.70
2020-12-28,Seychelles,217,0,207,0.00,95.39,4.61
2020-12-28,Arabie Saoudite,362339,6196,353353,1.71,97.52,0.77
2020-12-28,Îles Salomon,17,0,5,0.00,29.41,70.59
2020-12-28,Rwanda,8021,75,6339,0.94,79.03,20.03
2020-12-28,Russie,3047335,54559,2446412,1.79,80.28,17.93
2020-12-28,Serbie,328619,3073,0,0.94,0.00,99.06
2020-12-28,Roumanie,618429,15334,543341,2.48,87.86,9.66
2020-12-28,Réunion,8909,42,8496,0.47,95.36,4.16
2020-12-28,Qatar,143222,244,141015,0.17,98.46,1.37
2020-12-28,Paraguay,105374,2202,79171,2.09,75.13,22.78
2020-12-28,Portugal,396666,6677,321682,1.68,81.10,17.22
2020-12-28,Palestine,134310,1332,110927,0.99,82.59,16.42
2020-12-28,Pologne,1261010,27147,1005376,2.15,79.73,18.12
2020-12-28,Pakistan,475085,9992,425494,2.10,89.56,8.34
2020-12-28,Philippines,470650,9124,438780,1.94,93.23,4.83
2020-12-28,Papouasie-Nouvelle-Guinée,780,9,661,1.15,84.74,14.10
2020-12-28,Polynésie Française,16696,113,4842,0.68,29.00,70.32
2020-12-28,Pérou,1007657,37474,947427,3.72,94.02,2.26
2020-12-28,Panama,233705,3892,187552,1.67,80.25,18.08
2020-12-28,Oman,128563,1495,121182,1.16,94.26,4.58
2020-12-28,Nouvelle-Zélande,2151,25,2077,1.16,96.56,2.28
2020-12-28,Népal,258840,1832,250581,0.71,96.81,2.48
2020-12-28,Norvège,47585,429,17998,0.90,37.82,61.28
2020-12-28,Pays-Bas,781467,11135,9150,1.42,1.17,97.40
2020-12-28,Nicaragua,5991,164,4225,2.74,70.52,26.74
2020-12-28,Nigéria,84811,1264,71357,1.49,84.14,14.37
2020-12-28,Niger,3159,99,1736,3.13,54.95,41.91
2020-12-28,Nouvelle-Calédonie,38,0,37,0.00,97.37,2.63
2020-12-28,Mozambique,18310,162,16178,0.88,88.36,10.76
2020-12-28,Namibie,22287,193,18277,0.87,82.01,17.13
2020-12-28,Malaisie,106690,455,85592,0.43,80.22,19.35
2020-12-28,Mexique,1389430,122855,1048539,8.84,75.47,15.69
2020-12-28,Malawi,6377,188,5682,2.95,89.10,7.95
2020-12-28,Maldives,13660,48,13082,0.35,95.77,3.88
2020-12-28,Maurice,527,10,496,1.90,94.12,3.98
2020-12-28,Malte,12426,215,10791,1.73,86.84,11.43
2020-12-28,Mauritanie,13778,330,10568,2.40,76.70,20.90
2020-12-28,Martinique,6072,42,98,0.69,1.61,97.69
2020-12-28,Macao,46,0,46,0.00,100.00,0.00
2020-12-28,Mongolie,1175,0,745,0.00,63.40,36.60
2020-12-28,Birmanie,122534,2618,104351,2.14,85.16,12.70
2020-12-28,Mali,6703,256,4452,3.82,66.42,29.76
2020-12-28,Macédoine,81804,2456,59650,3.00,72.92,24.08
2020-12-28,Îles Marshall,4,0,4,0.00,100.00,0.00
2020-12-28,Madagascar,17714,261,17228,1.47,97.26,1.27
2020-12-28,Saint Martin,961,12,855,1.25,88.97,9.78
2020-12-28,Montenegro,46969,675,37281,1.44,79.37,19.19
2020-12-28,Moldavie,141924,2909,127813,2.05,90.06,7.89
2020-12-28,Monaco,801,3,686,0.37,85.64,13.98
2020-12-28,Maroc,433029,7272,399575,1.68,92.27,6.05
2020-12-28,Libye,98913,1440,69763,1.46,70.53,28.01
2020-12-28,Lettonie,36838,578,25533,1.57,69.31,29.12
2020-12-28,Luxembourg,45849,487,40456,1.06,88.24,10.70
2020-12-28,Lituanie,132369,1269,62098,0.96,46.91,52.13
2020-12-28,Lesotho,2956,51,1466,1.73,49.59,48.68
2020-12-28,Libéria,1779,83,1406,4.67,79.03,16.30
2020-12-28,Sri Lanka,41603,194,33221,0.47,79.85,19.68
2020-12-28,Liechtenstein,2038,35,1734,1.72,85.08,13.20
2020-12-28,Sainte-Lucie,331,5,274,1.51,82.78,15.71
2020-12-28,Liban,172820,1409,124234,0.82,71.89,27.30
2020-12-28,Laos,41,0,40,0.00,97.56,2.44
2020-12-28,Kazakhstan,198659,2689,173577,1.35,87.37,11.27
2020-12-28,Koweït,149857,932,145808,0.62,97.30,2.08
2020-12-28,Corée du Sud,58725,859,40703,1.46,69.31,29.23
2020-12-28,Saint-Kitts-et-Nevis,32,0,27,0.00,84.38,15.63
2020-12-28,Comores,715,7,626,0.98,87.55,11.47
2020-12-28,Cambodge,364,0,360,0.00,98.90,1.10
2020-12-28,Kirghizistan,80535,1349,75057,1.68,93.20,5.13
2020-12-28,Kenya,95992,1664,77521,1.73,80.76,17.51
2020-12-28,Japon,223786,3152,184506,1.41,82.45,16.14
2020-12-28,Jordanie,289748,3778,264061,1.30,91.13,7.56
2020-12-28,Jamaïque,12732,298,10161,2.34,79.81,17.85
2020-12-28,Italie,2056277,72370,1408686,3.52,68.51,27.97
2020-12-28,Islande,5726,28,5555,0.49,97.01,2.50
2020-12-28,Iran,1206373,54814,960751,4.54,79.64,15.82
2020-12-28,Iraq,592528,12791,533314,2.16,90.01,7.83
2020-12-28,Inde,10224303,148153,9807569,1.45,95.92,2.63
2020-12-28,Israël,407285,3256,366520,0.80,89.99,9.21
2020-12-28,Irlande,86894,2205,23364,2.54,26.89,70.57
2020-12-28,Indonésie,719219,21452,589978,2.98,82.03,14.99
2020-12-28,Hongrie,316669,9161,134344,2.89,42.42,54.68
2020-12-28,Haïti,9958,236,8582,2.37,86.18,11.45
2020-12-28,Croatie,205246,3739,193471,1.82,94.26,3.92
2020-12-28,Honduras,119713,3066,55959,2.56,46.74,50.69
2020-12-28,Hong-Kong,8671,141,7526,1.63,86.80,11.58
2020-12-28,Guyana,6298,164,5732,2.60,91.01,6.38
2020-12-28,Guinée-Bissau,2447,45,2386,1.84,97.51,0.65
2020-12-28,Guatemala,135441,4773,124604,3.52,92.00,4.48
2020-12-28,Grèce,135931,4672,93764,3.44,68.98,27.58
2020-12-28,Guinée Équatoriale,5248,86,5097,1.64,97.12,1.24
2020-12-28,Guadeloupe,8620,155,2242,1.80,26.01,72.19
2020-12-28,Guinée,13688,80,13082,0.58,95.57,3.84
2020-12-28,Gambie,3793,123,3660,3.24,96.49,0.26
2020-12-28,Gibraltar,1706,6,1149,0.35,67.35,32.30
2020-12-28,Ghana,54503,333,53301,0.61,97.79,1.59
2020-12-28,Guyane Française,12779,71,9995,0.56,78.21,21.23
2020-12-28,Géorgie,222143,2418,206313,1.09,92.87,6.04
2020-12-28,Grenade,124,0,78,0.00,62.90,37.10
2020-12-28,Royaume-Uni,2334982,71211,3953,3.05,0.17,96.78
2020-12-28,Gabon,9510,64,9356,0.67,98.38,0.95
2020-12-28,France,2664128,63109,190722,2.37,7.16,90.47
2020-12-28,Îles Féroé,582,0,535,0.00,91.92,8.08
2020-12-28,Fidji,46,2,44,4.35,95.65,0.00
2020-12-28,Finlande,35137,546,26000,1.55,74.00,24.45
2020-12-28,Éthiopie,123145,1912,109846,1.55,89.20,9.25
2020-12-28,Espagne,1879413,50122,150376,2.67,8.00,89.33
2020-12-28,Érythrée,1039,1,623,0.10,59.96,39.94
2020-12-28,Égypte,133900,7466,110436,5.58,82.48,11.95
2020-12-28,Estonie,25808,213,15921,0.83,61.69,37.48
2020-12-28,Équateur,209758,13994,184507,6.67,87.96,5.37
2020-12-28,Algérie,98631,2737,66214,2.77,67.13,30.09
2020-12-28,République Dominicaine,167405,2404,129306,1.44,77.24,21.32
2020-12-28,Dominique,88,0,83,0.00,94.32,5.68
2020-12-28,Danemark,155852,1204,114860,0.77,73.70,25.53
2020-12-28,Djibouti,5813,61,5711,1.05,98.25,0.71
2020-12-28,Allemagne,1672643,31145,1294932,1.86,77.42,20.72
2020-12-28,République Tchèque,674340,11152,566048,1.65,83.94,14.41
2020-12-28,Chypre,20408,113,2057,0.55,10.08,89.37
2020-12-28,Cuba,11434,143,9797,1.25,85.68,13.07
2020-12-28,Cap-vert,11723,112,11499,0.96,98.09,0.96
2020-12-28,Costa Rica,165762,2144,130289,1.29,78.60,20.11
2020-12-28,Colombie,1603807,42374,1469041,2.64,91.60,5.76
2020-12-28,Chine,87003,4634,82014,5.33,94.27,0.41
2020-12-28,Cameroun,26277,448,24892,1.70,94.73,3.57
2020-12-28,Chili,602028,16443,571674,2.73,94.96,2.31
2020-12-28,Côte d'Ivoire,22176,137,21776,0.62,98.20,1.19
2020-12-28,Suisse,438284,7362,317600,1.68,72.46,25.86
2020-12-28,Congo (Brazzaville),6908,107,5831,1.55,84.41,14.04
2020-12-28,République Centrafricaine,4948,63,1924,1.27,38.88,59.84
2020-12-28,Rép. Dém. du Congo,16917,579,14484,3.42,85.62,10.96
2020-12-28,Canada,560618,15169,473200,2.71,84.41,12.89
2020-12-28,Belize,10591,236,9429,2.23,89.03,8.74
2020-12-28,Botswana,14025,40,11627,0.29,82.90,16.81
2020-12-28,Bélarus,188588,1394,167421,0.74,88.78,10.48
2020-12-28,Bhoutan,623,0,445,0.00,71.43,28.57
2020-12-28,Bahamas,7834,170,6177,2.17,78.85,18.98
2020-12-28,Brésil,7504833,191570,6712757,2.55,89.45,8.00
2020-12-28,Bolivie,155594,9106,130620,5.85,83.95,10.20
2020-12-28,Brunéi Darussalam,152,3,149,1.97,98.03,0.00
2020-12-28,Saint Barthélemy,184,1,172,0.54,93.48,5.98
2020-12-28,Bénin,3205,44,3061,1.37,95.51,3.12
2020-12-28,Burundi,804,2,687,0.25,85.45,14.30
2020-12-28,Bahreïn,91935,351,89643,0.38,97.51,2.11
2020-12-28,Bulgarie,198053,7251,112483,3.66,56.79,39.54
2020-12-28,Burkina Faso,6344,78,4775,1.23,75.27,23.50
2020-12-28,Belgique,639734,19234,0,3.01,0.00,96.99
2020-12-28,Bangladesh,510080,7479,453318,1.47,88.87,9.66
2020-12-28,Barbade,365,7,305,1.92,83.56,14.52
2020-12-28,Bosnie-Herzégovine,109911,3942,76121,3.59,69.26,27.16
2020-12-28,Azerbaïdjan,215483,2538,172019,1.18,79.83,18.99
2020-12-28,Australie,28349,909,25748,3.21,90.83,5.97
2020-12-28,Autriche,353484,5931,326768,1.68,92.44,5.88
2020-12-28,Argentine,1590513,42868,1414680,2.70,88.94,8.36
2020-12-28,Angola,17296,403,10354,2.33,59.86,37.81
2020-12-28,Arménie,157948,2775,139675,1.76,88.43,9.81
2020-12-28,Albanie,56572,1164,32122,2.06,56.78,41.16
2020-12-28,Antigua-et-Barbuda,158,5,147,3.16,93.04,3.80
2020-12-28,Émirats Arabes Unis,202863,660,179925,0.33,88.69,10.98
2020-12-28,Afghanistan,51280,2174,41441,4.24,80.81,14.95
2020-12-28,Andorre,7875,83,7318,1.05,92.93,6.02
2020-12-27,Andorre,7821,83,7288,1.06,93.19,5.75
2020-12-27,Afghanistan,51039,2160,41096,4.23,80.52,15.25
2020-12-27,Émirats Arabes Unis,201836,657,178672,0.33,88.52,11.15
2020-12-27,Antigua-et-Barbuda,155,5,146,3.23,94.19,2.58
2020-12-27,Albanie,56254,1153,31565,2.05,56.11,41.84
2020-12-27,Arménie,157834,2768,139113,1.75,88.14,10.11
2020-12-27,Angola,17240,399,10354,2.31,60.06,37.63
2020-12-27,Argentine,1583297,42650,1407926,2.69,88.92,8.38
2020-12-27,Autriche,351892,5881,323002,1.67,91.79,6.54
2020-12-27,Australie,28337,909,25733,3.21,90.81,5.98
2020-12-27,Azerbaïdjan,214711,2499,168971,1.16,78.70,20.14
2020-12-27,Bosnie-Herzégovine,109691,3953,75717,3.60,69.03,27.37
2020-12-27,Barbade,356,7,301,1.97,84.55,13.48
2020-12-27,Bangladesh,509148,7452,451961,1.46,88.77,9.77
